search,id,arxiv_url,topic,arxiv_title,github_URL,Star,has_installation,h1,h2,h3,h4,h5,h6,text,method_type,time_accessed,comments Annotator 1,
acm.icse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119230&expand=dl&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&startPage=0&sortBy=cited,,,,https://github.com/stilab-ets/terametrics,2,TRUE,,,Installation,,,,"1. Clone the repository to your local machine:

    ```bash
    git clone https://github.com/stilab-ets/terametrics.git
    ```

2. Navigate to the project directory:

    ```bash
    cd terametrics
    ```

3. Build the project using Maven:

    ```bash
    mvn clean install
    ```


<p align=""right"">(<a href=""#readme-top"">back to top</a>)</p>


<!-- USAGE EXAMPLES -->

## Usage 

**TerraMetrics** is available as JAR file that could be standalone executable file. The use can find the JAR file named as [terraform_metrics-1.0.jar](src/main/resources/terraform_metrics-1.0.jar).

To run the tool you need execute [terraform_metrics-1.0.jar](src/main/resources/terraform_metrics-1.0.jar) with the right parameters. In the following we detail the possible parameters:

1. To view the documentation:

    - ```-h```: boolean parameter to print the user guide.
   
    ```bash
    java -jar /path/to/terraform_metrics-1.0.jar -h
    ```

2. To measure the HCL metrics for a given Terraform file, 3 parameters are required:
  
   -  ```--file```: path to the Terraform file.
   -  ```-b```: boolean parameter to indicate the file-level execution.
   -  ```--target```: path to the result file.
   
   ```bash
        java -jar </path/to/terraform_metrics-1.0.jar> --file </path/to/file.tf> -b --target </path/to/target.json>
   ```

3. To measure the HCL metrics for a given *Local Folder* or *GitHub Repository* that contain Terraform file, 4 parameters are required:

   -  ```-l```: boolean parameter to indicate the local-level execution.
   -  ```--repo```: to indicate the path to the local folder.
   - ```--target```: to indicate the path to the output file.
   - ```--project```: to indicate the project name.
   - ```-g```: boolean parameter to indicate to get the repository from GitHub.

   For *Local Folder*: 

   ```bash
      java -jar /path/to/terraform_metrics-1.0.jar -l --repo </path/to/localrepo> --target </path/to/target.json> --project <projectName>
   ```

   For *GitHub Repository*:

   ```bash
      java -jar /path/to/terraform_metrics-1.0.jar -g --repo </path/to/localrepo> --target </path/to/target.json> --project <GitHubRepositoryFullName>
   ```

A demonstration video is available at:

[![IMAGE ALT TEXT HERE](https://img.youtube.com/vi/DGeyDlu1fac/0.jpg)](https://www.youtube.com/watch?v=DGeyDlu1fac)
",source,,,
acm.icse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119230&expand=dl&AllField=Abstract%3A%28https%3A%2F%2Fgithub.com%2F%29&startPage=0&sortBy=cited,,,,https://github.com/queserasera22/Calibration-of-Pretrained-Code-Models,2,TRUE,,Environment configuration,,,,,"To reproduce our experiments, machines with GPUs and NVIDIA CUDA toolkit are required.

The environment dependencies are listed in the file ""requirements.txt"". You can create conda environment to install required dependencies:",source,,,
acm.ase,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119381&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/Smallqqqq/DeployQA,0,TRUE,Install,,,,,,"You can use docker to directly deploy our tool.

**1. Pull docker images**
```
docker-compose pull
```

**2. Launch containers**
```
docker-compose up
```

**Note**: The following containers listens three ports:
* DeployQA Framework: listens on port 8000
* Elasticsearch: listens on port 9200
* Streamlit UI: listens on port 8501",container,,nice paper,
acm.ase,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119381&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/SoftwareSystemsLaboratory/prime,,TRUE,PRIME: Command Line Metrics Tool,,,,,,"> A complete installer for PRIME (Transitioning from CLIME)

[![DOI](https://zenodo.org/badge/DOI/10.5281/zenodo.6477789.svg)](https://doi.org/10.5281/zenodo.6477789)
[![Release Project](https://github.com/SoftwareSystemsLaboratory/clime/actions/workflows/release.yml/badge.svg)](https://github.com/SoftwareSystemsLaboratory/clime/actions/workflows/release.yml)",package_manager,,no header ## only about,
acm.ase,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119381&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/SoftwareSystemsLaboratory/prime,,TRUE,PRIME: Command Line Metrics Tool,About,,,,,You can install the entirety of the PRIME project from Pypi with `pip install --upgrade pip clime-metrics`.,,,,
acm.ase,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119381&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/vlab-cs-ucsb/quacky,4,TRUE,,Imstalling Quacky,,,,,See REQUIREMENTS and INSTALL.,,,install.md,
acm.ase,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119381&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/RobotCodeLab/Maktub,1,TRUE,,How to Use,,,,,"After importing Maktub into your Unity project, each test scene needs to have a `Maktub Root` in it. This can be found in the `Prefabs` folder and placed anywhere in the scene. Now collision and rotation goals can be placed in your scene. If you select a goal after placing it and look at its inspector tab you will see a series of options:
* Is Failure Goal
  * Tells Maktub whether or not this goal being completed counts as a failure or a success for the test
* Is Sequenced
  * Tells Maktub whether or not this goal needs to have other goals completed before this one can be marked as complete
* Prerequisites
  * This tab only appears if `Is Sequenced` has been checked off
  * This is a list that can be expanded to include as many prerequisite goals as you want
  * Each element has a goal object and an operator (AND or OR) that chains them together
    * the first elements `operation` does nothing (the fact that it has one is a bug and will be fixed eventually)

![inspector](Runtime/Resources/Textures/inspector.png)",package_manager,,Its a unity package,
acm.ase,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119381&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/MUICT-SERU/V-Achilles,3,TRUE,,Installation Guides,,,,,"The Achilles website was built by two folders below, please read `README.md` in each folder to see how to get started. 
- achilles-frontend (Front-end): [README.md](https://github.com/MUICT-SERU/Achilles/blob/master/achilles-frontend/README.md)
- baak-dataload-sql (Back-end): [README.md](https://github.com/MUICT-SERU/Achilles/blob/master/baak-dataload-sql/README.md)",,,sub READMEs,
acm.ase,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119381&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/saracouto1318/LiveRef,0,TRUE,,How to install,,,,,"
To use this tool, we need to install it on IntelliJ IDE by following the next steps:

1. Launch the **IntelliJ IDE**;
2. Select your IDE's preferences. There you will find the ***“Plugins”*** menu;
3. Select the option of ___“Install Plugin from Disk”___ (see the following image);
4. Search the folder where you place the **plugin distribution** and select its **.zip** folder depending of your IntelliJ IDE version ([LiveRef-2021.zip](./LiveRef-IntelliJ-2021.zip) or [LiveRef-2022.zip](./LiveRef-IntelliJ-2022.zip));
5. Then, IntelliJ will install the plugin. 
     ",plugin,,Its IntelliJ plugin,
acm.ase,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119381&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/TQRG/VDET-for-Java,10,TRUE,,Setup,1. Start plugin-backend,,,,"To run plugin-backend server (from dir: `plugin-backend/`):

1. Install required packages (listed at requirements.txt):
    ```
    pip install -r requirements.txt
    ```
2. Make sure you have a serialized pretrained model and multi-label binarizer (ours are available [here](https://drive.google.com/drive/folders/1QXzoY0lfNUZwgot2Px_VZCHr6QyhJjFj?usp=sharing)). Then, create your ```.env``` file (from the provided template, in the same location) and add the paths to the serialized objects.

3. Start the server (it runs on port 5000 by default):
    ```
    python server.py 
    ```
    
4. Check the available routes (they can be used without the extension):

    **1.** Analyse code section (with line interval):
        ```  POST /predict/section ```

    **2.** Analyse complete file:
        ```  POST /predict/file ```",package_manager,,to check,
acm.ase,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119381&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/TQRG/VDET-for-Java,10,TRUE,,Setup,2. Start VS Code extension __,,,,"To run the extension (from dir: `plugin/vdet-java/`)

1. Make sure you have Node.js and Git installed
2. Install yo and generator-code
    ```
    npm install -g yo generator-code
    ```
3. Install required packages
    ```
    npm install
    ```
4. Start the extension by pressing F5. A new VS Code window should open _

**Note:** if you have any trouble starting the extension, please check [""VS Code: Your First Extension""](https://code.visualstudio.com/api/get-started/your-first-extension) tutorial.",plugin,,,
acm.ase,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119381&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/ehhhhjw/tool_ElecDaug.git,0,TRUE,,,,,,,"Our ElecDaug tool has been deployed in the server, where 30data.json is an ElecDaug input data. 
And users should preferably use a computer equipped with a Windows operating system to access it.
If you want to reuse ElecDaug, you need to modify the path to the file in ElecDaug_Frontend/src/components/page and the front-end port, etc.
In addition, you need to modify the path information and port number of ElecDaug_Frontend/flask.py.

To run ElecDaug the following requirements need to be met.
Operating Environment.
- Hardware Environment: 
	CPU: Dual-core AMD64 processor or equivalent x86-compatible processor
	Memory: 8GB and above
	Available disk space: 200GB and above
- Software Environment.
		Operating system: Windows 7 and above
		Database: MySQL 8.0 and above, Redis 5.0 and above
		Application software: Python 3.7
Browser engine: we recommend using the latest version of chorme v8 browser engine",source,,to check,
acm.ase,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119381&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/ashish-gehani/Trimmer,11,TRUE,Build,,,,,,"We provide a script [bootstrap.sh](vagrants/16.04/bootstrap.sh) to install the dependencies needed, including [LLVM](https://llvm.org)'s `clang` (version 7) sources and [SVF](https://github.com/SVF-tools/SVF), to build **Trimmer** and run it on the included examples. (**Note**: It replaces `~/.bash_profile`. Adjust as needed.) The build has been tested on Ubuntu 16.04 with Python 3.5.2

At its core, the **Trimmer** build is effected with:
```
mkdir build
export TRIMMER_HOME=<path to top-level of Trimmer>
export LLVM_COMPILER=clang
cd build
cmake ../
make
```
   
If your system has unconventional names / locations for LLVM utilities, adjust the below environment variables as needed :",build,,,to check
acm.ase,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119381&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/ashish-gehani/Trimmer,11,TRUE,Build,,,,,,"**Trimmer** operates on bitcode files, which can be generated using either [wllvm](https://github.com/SRI-CSL/whole-program-llvm) or [gllvm](https://github.com/SRI-CSL/gllvm). wllvm can be directly installed using pip:

```
pip install wllvm
```",package_manager,,,
acm.ase,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119381&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/JetBrains-Research/anti-copy-paster,101,TRUE,,,How to install,,,,"
AntiCopyPaster requires IntelliJ IDEA of version 2022.3 to work. To install the plugin:

1. Download the pre-built version of the plugin from [here](https://drive.google.com/file/d/1ULBHbUmoiM3qE-qxomSYzWVlu7aiaqZc/view?usp=share_link);
2. Open IntelliJ IDEA and go to `File`/`Settings`/`Plugins`;
3. Select the gear icon, and choose `Install Plugin from Disk...`;
4. Choose the downloaded ZIP archive;
5. Click `Apply`;
6. Restart the IDE.",Plugin,,,
acm.ase,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119381&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/bytedance/Fastbot_Android,1000,TRUE,,Build,,,,,"The specific method of compiling Fastbot's apk file monkey.apk.

The compilation of this project depends on gradle, so please install gradle first. Since there are many versions of gradle, the compatibility between different versions is different, so it is recommended to use sdkman to download and manage different versions of gradle. For specific installation and use of sdkman, please refer to: https://sdkman.io/

In short, to install sdkman, execute the following command in the shell:

```shell
curl -s ""https://get.sdkman.io"" | bash
```

After installing sdkman, please cd to the Fastbot project folder to open the shell, and execute the following command in the shell:

```shell
sdk install gradle 7.6.2 
```
```shell
gradle wrapper
```

This project relies on ndk and cmake. After installing gradle, please install the SDK required for Android development and execute the following command to install the specific version of ndk and cmake required by this project. Of course, you can also modify the build.gradle file in the monkey directory to modify the versions of ndk and cmake to the versions in your development environment.

```shell
sdkmanager ""cmake;3.18.1""
sdkmanager ""ndk;25.2.9519653""
```

After that, enter the following command: 
```shell
./gradlew clean makeJar
~/Library/Android/sdk/build-tools/28.0.3/dx --dex --output=monkeyq.jar monkey/build/libs/monkey.jar
```

After the compilation process is over, you can see the monkeyq.jar file in the root directory. This file is the final compiled Fastbot java package.

After compiling the so file, run:
```shell
sh ./build_native.sh
```

After the compilation process, you can see the .so file in the libs directory. This file directory is the final compiled Fastbot so package.
",build,,to check,
acm.ase,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119381&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/tjusenchen/AUSERA,28,TRUE,,Usage,,,,,"> Please put target apk file under test to `apks` folder
> 
> output report can be found in `engine-result/engine-report/apk_sha256_output.json`

**Command format:**

`python apk-engine.py [Repo_Path] [JAVA_HOME_Path] [SDK_Platform_Path]`


**Example:**

`python2.7 apk-engine.py /media/dell/49fff1d2-ef19-4e4d-855b-4eca95be873a/dell/Tools/ausera-main/ /usr/lib/jvm/jdk1.8.0_45/ /media/dell/49fff1d2-ef19-4e4d-855b-4eca95be873a/dell/Tools/ausera-main/engine-configuration/libs/android-platforms/`",compiler?,,to check,
acm.ase,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119381&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/TechSumBot/TechSumBot,5,FALSE,,,,,,,,,,no really a tool?,
acm.fse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119584&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/NewGillig/VInj,1,TRUE,,Installation,,,,,"We provide two ways to install VInJ. The best way is to use our docker image and this is recommended:
```
docker pull g2ecb/vinj:latest
containerid=`docker run -d -it --gpus all g2ecb/vinj:latest bash`
docker exec -it $containerid bash
```
Once the docker container is set up, you can directly go to **usage** Section for the next step.

Otherwise, please follow the instructions below to set up the environments on your computer.

First, set up the environments and install dependencies.
1. Install Java>=11.
2. Install srcml for parsing code into AST: https://www.srcml.org/
3. Download and extract our specific **gumtree-lite.zip**: https://figshare.com/s/d85b715edc26ea99c5fa.
4. Set environment path for gumtree-lite:
```
export GUMTREE=YOUR_GUMTREE_PATH
export PATH=$PATH:$GUMTREE
```
5. Clone the VInj repository: 
```
git clone https://github.com/NewGillig/VInj.git
```
6. Install the dependencies of the localization model:
```
pip install transformers
pip install torch
pip install numpy
pip install tqdm
pip install pandas
pip install tokenizers
pip install datasets
pip install gdown
pip install tensorboard
pip install scikit-learn
```
7. Install pypy3 to improve efficiency: https://www.pypy.org/",container,,,
acm.fse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119584&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/NewGillig/VInj,1,TRUE,,Installation,,,,,"Otherwise, please follow the instructions below to set up the environments on your computer.

First, set up the environments and install dependencies.
1. Install Java>=11.
2. Install srcml for parsing code into AST: https://www.srcml.org/
3. Download and extract our specific **gumtree-lite.zip**: https://figshare.com/s/d85b715edc26ea99c5fa.
4. Set environment path for gumtree-lite:
```
export GUMTREE=YOUR_GUMTREE_PATH
export PATH=$PATH:$GUMTREE
```
5. Clone the VInj repository: 
```
git clone https://github.com/NewGillig/VInj.git
```
6. Install the dependencies of the localization model:
```
pip install transformers
pip install torch
pip install numpy
pip install tqdm
pip install pandas
pip install tokenizers
pip install datasets
pip install gdown
pip install tensorboard
pip install scikit-learn
```
7. Install pypy3 to improve efficiency: https://www.pypy.org/",source,,,
acm.fse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119584&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/xlab-uiuc/ctest4j,3,TRUE,,Download Ctest4J,Build from Source,,,,,source,,,
acm.fse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119584&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/EngineeringSoftware/exli,3,TRUE,,Install,,,,,"Build a docker image

`docker build -t exli .`

`docker run -it exli /bin/bash`


In the docker, create a Python environment named `exli`

`cd exli/python && bash prepare-conda-env.sh`

`conda activate exli`",container,,,
acm.fse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119584&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/NetManAIOps/Chain-of-Event,2,FALSE,,,,,,,,,,,
acm.fse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119584&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/seccross/xguard,1,TRUE,,How to install,,,,,"> **Note** <br />
> Xguard requires Python 3.8+.
If you're **not** going to use one of the [supported compilation frameworks](https://github.com/crytic/crytic-compile), you need [solc](https://github.com/ethereum/solidity/), the Solidity compiler; we recommend using [solc-select](https://github.com/crytic/solc-select) to conveniently switch between solc versions.",source,,,
acm.fse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119584&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/seccross/xguard,1,TRUE,,How to install,,,,,"
```bash
pip3 install slither-analyzer
git clone git@github.com:seccross/xguard.git && cd xguard
python3 setup.py install
```

We recommend using a Python virtual environment, as detailed in the [Developer Installation Instructions](https://github.com/trailofbits/slither/wiki/Developer-installation), if you prefer to install XGuard via git.",container,,,
acm.fse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119584&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/ZJU-ACES-ISE/ChatUniTest,0,FALSE,,,,,,,,source,,,Its in in subfolder: https://github.com/ZJU-ACES-ISE/ChatUniTest/tree/python
acm.fse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119584&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/fmlab-iis/llvm2cryptoline,8,TRUE,llvm2cryptoline,,,,,,"===== LLVM Installation =====

NOTE: If you have already installed LLVM, you can skip this part.

1. Download LLVM (3.7.0 <= version <= 7.0.0) source code from
   http://releases.llvm.org/download.html

2. Extract the source code from the downloaded package. Assume that
   the top-level directory of the source code is SRC_ROOT.

3. Enter BUILD_DIR, where you want to build your LLVM. 
   For example, create directory SRC_ROOT/build and enter in:

    cd SRC_ROOT
    mkdir build && cd build

4. Assume that you want to install LLVM into the directory
   INSTALL_DIR, then:

    cmake -DCMAKE_INSTALL_PREFIX=INSTALL_DIR SRC_ROOT
    
   For example, if you are in SRC_ROOT/build, you can:

    cmake -DCMAKE_INSTALL_PREFIX=INSTALL_DIR ..

5. Build:
 
    make

   Or use n processors to speed up:

    make -jn

6. Install:

    make install

7. Now you can delete all files in SRC_ROOT and BUILD_DIR.",build,,to be checked,
acm.fse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119584&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/toni-tang/D2S2,1,TRUE,,Available Scripts,npm install,,,,,source,,,
acm.fse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119584&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/Invincibleyc/P4B-Translator,4,TRUE,,Build,,,,,"git clone --recursive git@github.com:Invincibleyc/P4B-Translator.git
mkdir build
cd build
cmake ..
make -j4
sudo make install",build,,,
acm.fse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119584&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/dawnvince/MTS_CAD,2,TRUE,,Environment,,,,,"Our implementation uses pytorch-lightning framework with 

***Pytorch version 1.12.0*** and ***Python 3.8+***. 

Conda is recommended to set environment.

Install by conda
```bash
conda create -n cad python=3.8 
conda activate cad

conda install pytorch==1.12.0 torchvision==0.13.0 torchaudio==0.12.0 cudatoolkit=11.3 -c pytorch -y
conda install -c conda-forge pytorch-lightning==1.8.0 -y
conda install tensorboardX -y 

```

Other dependency or installed by pip please refer to `requirement.txt`.",source,,,
acm.fse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119584&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/ideas-labo/DaL,3,TRUE,,,Prerequisites and Installation,,,,"1. Download all the files into the same folder/clone the repository.

2. Install the specified version of Python and Tensorflow:
the codes have been tested with **Python 3.6 - 3.9** and **Tensorflow 2.x**, other versions might cause errors.

3. Install all missing packages according to **requirements.txt** and runtime messages.
",source,,,
acm.fse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119584&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/NetManAIOps/GTrace.git,4,TRUE,,Evaluation of Accuracy,,,,,"We provide dataset B for evaluation.
- Download [dataset_b.zip](https://cloud.tsinghua.edu.cn/f/d7868566fb344541bb26/?dl=1) and put it under `dataset/` after unzipping it.
- Install Python 3.8+ on your system.
- Run `pip3 install -r requirements.txt` to install the dependencies.
- Run `python3 -m tracegnn.models.gtrace.main` to start training. The evaluation will automatically starts after training.
- If you want to run on GPU, you can modify the `device` in `tracegnn/models/config.py`.
  ",source,,,
acm.fse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119584&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/DDroid-Android/home,11,TRUE,,2. Instructions for using Themis+,,,,,"Before using Themis+, you need to install Android SDK and emulators. Then you can follow the steps below to run Themis+.

**Step 1. open a terminal and switch to the scripts directory**

```
cd scripts/
```

**Step 2. run Monkey on one target bug for 6 hours**

```
python3 themis.py --no-headless --avd Android7.1 --apk ../ActivityDiary/instrumented-Scarlet-Notes-#114.apk --time 6h -o ../monkey-results/ --monkey
```

Here, 
* `--no-headless` shows the emulator GUI. 
* `--avd Android7.1` specifies the name of the emulator (which has already been created in the VM).
* `--apk ../Scarlet-Notes/instrumented-Scarlet-Notes-#114.apk` specifies the target bug which is `ScarletNotes`'s bug `#114` in `v1.1.8`.
* `--time 6h` allocates 6 hours for the testing tool to find the bug 
* `-o ../monkey-results/` specifies the output directory of testing results
* `--monkey` specifies the testing tool

**Step 3. run the analysis script to analyze the effectiveness of Monkey**

First, we need to change the cwd to `/home/ddroid-core`:

```
cd ../ddroid-core/
```

* To analyze one single round of testing results which is outputted under `../monkey-results/`:

```
python3 main.py ../monkey-results/instrumented-Scarlet-Notes-#114.apk.monkey.result
```

Here, `../monkey-results/instrumented-Scarlet-Notes-#114.apk.monkey.result` is generated by **Step 2**


* To analyze multiple rounds of testing results which are outputted under `../monkey-results/`:

```
python3 main.py -b ../monkey-results/
```

Here, 
* `-b` (`--batch`) is used to output the all detailed coverage statistics in terms of event coverage, event-pair coverage and trace-based minimal distance under a specific directory
* Use `-v` option to generate html format clues",source,to be checked,,
acm.fse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119584&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/ntgiang71096/VFDetector,18,TRUE,,Preparation,Use Docker Image,,,,,container,,,
acm.fse,https://dl.acm.org/action/doSearch?fillQuickSearch=false&target=advanced&ConceptID=119584&expand=dl&field1=Abstract&text1=https%3A%2F%2Fgithub.com%2F&startPage=0&sortBy=EpubDate_desc,,,,https://github.com/kadron/tsa-tool,0,TRUE,,Installation:,,,,,"You can install TSA as a package using pip for the current user as moving to the directory, TSA and executing:
```
pip install . --user
```

Dependencies:
* Python 3.7+

Python libraries required:
* docker
* scapy
* numpy
* scipy
* matplotlib
* scikit-learn

If you want to try the Mathematica notebook on alignment or the Python code on alignment, the extra dependencies are:
* Mathematica 
* MAFFT (Multiple Sequence Alignment Library)

If you want to use the classifiers for attack synthesis, _pytorch_ library is required.

If you want to use F-BLEAU for leakage quantification, it needs to be installed in addition to all the other dependencies.",source,,,
ox.aca.bio,https://academic.oup.com/bioinformatics/search-results?f_ContentType=Journal+Article&f_ContentSubTypeDisplayName=Research+Article&fl_SiteID=5139&qb=%7b%22ContentAbstract1%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d&cqb=%5b%7b%22terms%22%3a%5b%7b%22filter%22%3a%22ContentAbstract%22%2c%22input%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d%5d%7d%5d&page=1&sort=Date+%e2%80%93+Newest+First,,,,Https://github.com/flairNLP/flair,3800,TRUE,,Quick Start,Requirements and Installation,,,,"In your favorite virtual environment, simply do:

```
pip install flair
```

Flair requires Python 3.8+. ",package_manager,,,
ox.aca.bio,https://academic.oup.com/bioinformatics/search-results?f_ContentType=Journal+Article&f_ContentSubTypeDisplayName=Research+Article&fl_SiteID=5139&qb=%7b%22ContentAbstract1%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d&cqb=%5b%7b%22terms%22%3a%5b%7b%22filter%22%3a%22ContentAbstract%22%2c%22input%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d%5d%7d%5d&page=1&sort=Date+%e2%80%93+Newest+First,,,,https://github.com/cbmi-group/MRE,0,TRUE,,Setup,Installing dependencies,,,,"To install all the dependencies, please run the following:

```
pip install -r requirements.txt or conda install --yes --file requirements.txt
```",source,,,
